Case #1: Impossible
19 2 217322
1 31 217412
23 15 218445
2 1 220864
19 35 224317
28 2 225128
33 8 227053
35 27 227090
28 23 227349
1 13 227616
23 31 227704
2 15 228151
36 22 228185
39 35 232996
36 18 233799
4 35 235578
36 17 235616
28 35 236738
33 19 237933
35 9 238102
13 31 238453
13 25 239061
36 7 239625
2 33 242797
36 21 243494
35 33 247166
12 35 247371
36 27 247712
36 16 248356
8 36 250514
23 33 251805
33 30 252837
35 8 253957
1 35 255475
2 31 256466
27 32 263924
6 36 264538
2 13 265783
32 16 268361
38 36 269703
36 4 269724
11 36 273018
25 35 274356
32 24 275254
10 32 275273
5 32 279929
36 19 280154
35 13 282453
32 34 283665
36 14 285577
18 32 286121
36 29 286511
32 9 288567
36 30 289930
11 32 293380
32 39 293673
32 14 296872
3 32 297693
32 12 300320
31 32 301432
33 36 310938
32 17 312987
36 13 314296
36 1 316580
32 28 319195
32 4 319322
38 32 320956
2 36 327861
32 36 327986
32 30 342252
32 13 355197
25 32 360412
23 32 376470
36 35 394536
32 2 405232
Case #105: 309
17 7 6621
20 21 7950
12 3 8271
27 18 10509
25 18 11822
11 22 19345
15 10 19772
13 21 20590
17 8 21641
27 25 22331
13 20 28540
9 3 28620
2 22 29169
6 27 31290
25 6 32603
9 12 36891
5 14 42877
22 4 43340
14 22 43914
6 22 46653
22 24 47737
17 3 48056
11 2 48514
6 7 49267
7 3 54677
18 8 55028
5 9 55058
17 6 55888
17 12 56327
19 26 56765
9 21 58577
21 25 61756
18 23 61837
4 11 62685
7 12 62948
14 11 63259
8 27 65537
24 18 65537
11 6 65998
23 22 66173
15 5 66216
25 8 66850
24 11 67082
22 18 67434
18 7 70048
27 23 72346
2 4 72509
22 12 72802
2 14 73083
18 21 73578
23 25 73659
14 8 74665
2 6 75822
27 24 76046
9 17 76676
24 2 76906
24 25 77359
27 22 77943
8 12 77968
22 25 79256
27 7 80557
22 8 80900
3 22 81073
7 25 81870
25 13 82346
6 23 82618
7 9 83297
5 3 83678
27 21 84087
23 11 85518
10 5 85988
6 24 86318
18 11 86779
22 5 86791
27 17 87178
21 3 87197
14 4 87254
25 19 88432
17 25 88491
20 16 89387
14 7 89685
19 16 90018
14 6 90567
4 24 91077
14 24 91651
5 12 91949
20 27 92037
11 12 92147
6 21 94359
2 23 95342
22 7 95920
14 17 96306
2 18 96603
27 11 97288
21 16 97337
9 14 97935
9 8 98317
11 25 98601
8 11 100245
19 18 100254
3 11 100418
12 2 101971
6 20 102309
14 21 103387
12 20 103418
3 15 103688
19 3 103820
20 4 104058
5 18 104269
27 13 104677
27 2 107112
10 26 107763
3 13 107787
27 4 108061
14 15 109093
4 23 109513
9 22 109693
2 8 110069
14 23 110087
2 3 110242
4 18 110774
20 14 111337
14 18 111348
12 15 111959
12 19 112091
12 6 112215
27 5 114778
13 6 114949
7 11 115265
1 20 115601
2 5 115960
25 5 116091
12 4 116142
14 12 116716
23 8 116865
2 26 117367
8 5 117542
13 16 117927
9 25 120333
12 24 120539
24 8 120565
19 6 121035
15 9 121274
5 20 121585
11 17 121886
4 25 122596
25 14 123170
10 3 123460
21 1 123551
20 11 123918
13 14 123977
8 4 124240
3 4 124413
18 3 124725
14 3 124987
5 6 125050
7 2 125089
13 22 125306
21 11 126551
24 3 128810
10 14 128865
11 9 129038
4 5 130131
2 17 131710
12 10 131731
5 17 131734
23 7 131885
9 19 132440
5 7 132562
6 9 132564
18 12 132996
27 1 134071
13 5 134225
5 24 134528
19 15 134868
3 27 135234
17 21 135253
26 5 135345
21 23 135415
7 24 135585
25 3 136547
20 8 136556
17 23 138506
9 2 138862
24 21 139115
4 7 139260
22 21 141012
9 10 141046
24 17 142206
27 9 142664
17 20 143203
20 22 143263
20 23 143365
12 27 143505
1 13 144141
18 1 144580
12 25 144818
25 26 145197
4 17 145881
22 26 146536
20 24 147065
3 23 147246
13 8 149196
20 7 149824
21 19 150188
13 17 150274
17 15 151744
17 19 151876
17 1 152275
23 5 152964
4 9 153033
2 13 154475
19 10 154640
19 8 155282
9 16 155914
13 23 156005
1 25 156402
7 13 156895
26 18 157019
24 9 157430
20 19 158138
7 15 158365
14 16 158469
7 19 158497
1 7 158896
25 16 159093
13 24 159705
26 3 160585
19 23 162091
1 6 165361
24 19 165791
26 11 165881
26 27 167528
8 15 167661
22 19 167688
12 26 168856
2 21 170181
18 15 170485
16 18 170915
17 10 171516
15 11 172352
2 20 172432
22 10 172779
26 21 172839
8 1 173916
19 2 174132
1 26 175788
23 9 175866
26 6 177800
7 10 178137
14 26 178222
26 13 179678
26 8 179703
15 21 179851
26 20 180789
27 15 180994
16 27 181424
9 1 182128
2 15 182176
16 3 184534
19 11 187033
8 10 187433
5 19 187498
20 15 187801
26 9 189205
4 26 189876
10 18 190257
15 6 191266
6 16 191696
11 10 192124
16 12 192805
4 16 193445
26 7 194723
15 4 196347
10 21 199623
1 3 200331
15 13 200441
24 15 200744
16 5 201346
10 2 201948
25 10 202079
22 16 202383
1 16 204988
1 23 206417
10 20 207573
1 12 208602
24 1 210117
19 4 211028
14 19 211602
22 1 212014
23 26 212709
16 11 213305
16 23 214536
4 10 216119
17 16 217224
23 15 219180
4 1 219659
10 24 220516
16 7 223845
16 15 224886
1 11 231359
16 2 231552
1 19 232553
1 5 237186
10 23 238952
2 1 241183
10 16 244658
1 10 283551
15 1 303323
Case #106: 188
6 4 2031
24 15 2892
4 18 23529
2 5 27930
11 28 28423
21 18 29005
5 1 34896
2 15 35389
15 23 46884
6 19 50519
21 6 50524
10 9 55291
21 22 55403
2 1 62826
28 12 64616
4 16 65358
14 15 67690
11 9 71345
24 3 71742
18 19 72017
15 3 74634
22 24 78299
17 15 80364
26 5 80836
19 15 81766
2 23 82273
12 15 82392
18 22 84408
19 24 84658
24 12 85284
27 15 85628
8 20 86674
28 24 89834
18 27 91145
12 11 93039
2 9 96087
15 1 98215
8 3 102764
14 2 103079
3 12 103395
22 28 106833
8 2 107038
4 22 107937
26 2 108766
27 17 109284
24 26 109557
3 2 110023
7 8 111946
27 6 112643
16 19 113846
27 4 114674
2 19 117155
12 13 117683
12 2 117781
10 25 118477
24 10 118881
14 5 119811
10 21 120029
27 2 121017
9 4 122786
9 6 124817
22 16 126237
10 11 126636
17 23 127248
2 28 128090
14 9 128388
8 12 128601
19 23 128650
25 29 130368
16 27 132974
6 23 134429
21 29 134679
20 16 134845
9 22 136105
4 23 136460
10 3 136992
3 5 137953
7 19 139761
23 13 140406
9 25 140668
9 19 142464
5 28 143093
19 5 145085
23 1 145099
24 8 145319
3 6 145699
19 11 146044
12 6 146511
25 5 147616
4 3 147730
17 14 148054
19 13 148638
27 5 148947
14 19 149456
21 8 150685
3 18 152462
14 27 153318
26 23 153549
14 1 154707
16 23 154760
22 17 155771
19 3 156400
19 22 156425
11 4 158086
7 10 158768
26 8 159944
28 14 160391
22 27 161035
3 7 162196
20 19 165033
20 5 165782
22 8 166731
28 6 167739
29 4 167816
27 12 168020
13 22 168929
24 7 169241
7 28 169798
11 26 170943
11 20 172941
29 7 173418
1 22 173622
28 19 174467
2 25 175546
1 17 178579
25 8 179599
19 1 179981
26 3 181299
26 22 182072
27 10 182169
20 10 184040
26 28 185935
26 17 187029
25 6 188003
12 26 189057
2 18 189172
24 13 190182
7 5 191054
4 14 191859
16 3 194291
24 20 194513
13 10 194668
12 20 195666
17 10 196353
21 14 198500
14 8 198919
13 6 199157
17 18 200429
13 4 201188
15 25 201366
24 25 204258
11 16 204647
11 13 210722
17 21 211174
25 11 212013
14 18 215388
5 18 217102
23 29 218605
13 3 221078
9 29 222136
2 13 222679
8 19 224193
1 7 225950
1 6 230500
26 4 230834
28 16 231066
7 14 234039
13 25 236657
14 16 238364
25 19 238522
16 17 242258
27 25 245370
25 16 251330
1 18 251998
18 26 254363
13 14 254980
3 29 258136
14 20 259311
25 20 266273
13 17 267654
11 29 268492
26 7 271890
13 27 272918
16 26 277348
29 8 285364
26 13 293955
2 29 300878
17 29 344716
Case #107: Impossible
Case #108: 132
7 5 2644
18 12 2648
21 19 6404
12 4 35168
2 9 51377
7 1 55102
24 2 60753
1 2 61174
18 16 65872
15 22 66393
19 4 67903
15 24 69794
16 25 82215
14 5 87040
4 23 87546
14 7 89684
10 11 94787
16 4 98392
18 7 100475
19 12 103071
5 12 105767
25 3 111129
18 17 112615
19 25 122062
18 3 127472
21 25 128466
16 1 128730
1 6 128772
22 24 136187
1 25 139234
14 23 141652
19 24 144667
3 19 145092
12 9 148865
14 21 149295
17 4 150431
9 18 151513
23 15 151580
9 19 154043
19 14 155699
14 15 157139
12 1 158225
16 19 158877
9 21 160447
21 23 161853
4 3 165288
9 25 167856
2 23 168244
22 21 176690
17 16 178487
19 2 182291
18 14 190159
12 14 192807
2 22 196940
8 4 199198
12 2 200242
18 2 202890
22 11 212065
16 9 212089
17 7 213090
19 17 218334
22 14 223532
14 4 223602
17 13 224678
21 17 224738
11 9 224842
3 9 227496
12 15 228035
15 18 230683
13 6 234324
8 12 234366
23 6 235842
3 24 236872
4 22 238189
15 4 239126
17 3 240087
6 9 241323
22 7 242068
15 5 244179
7 15 246823
15 25 247026
25 11 257312
17 1 268192
6 17 269732
22 12 273357
24 17 273504
11 18 273655
8 24 275962
18 22 276005
11 12 276303
8 3 276387
17 14 277103
8 9 285338
8 14 286994
8 6 290214
22 25 292348
8 22 301581
14 11 302811
2 17 303695
15 3 306666
11 4 311471
6 15 320493
19 11 324762
11 21 331166
16 13 332310
11 1 337393
16 11 339527
15 17 343298
8 17 349629
23 10 349756
10 21 364589
3 13 367837
20 6 367926
3 11 368441
2 10 371006
23 13 381779
9 13 387260
13 19 393243
13 24 396636
14 10 397598
10 7 428573
10 5 431217
3 10 455570
20 16 465912
20 1 496698
3 20 501439
20 21 519682
20 12 522395
13 22 532823
13 10 577356
20 15 614778
20 22 681171
Case #109: Impossible
Case #110: 120
13 19 4698
10 22 6624
14 2 19974
21 6 21031
18 13 21472
2 13 21914
18 19 26170
2 19 26612
6 13 36185
20 11 40190
19 6 40883
4 17 43043
18 2 43386
10 13 55238
18 6 57657
2 6 58099
21 19 61914
18 14 63360
16 2 70702
2 10 77152
20 13 78033
18 21 78688
22 21 80038
1 18 80624
2 1 81066
6 22 84799
21 10 86662
14 22 90502
2 12 90661
6 10 91423
14 8 91863
13 16 92616
8 13 93803
17 12 95016
1 6 95337
14 10 97126
19 8 98501
21 14 99104
2 20 99947
1 14 101040
10 1 104994
7 19 107576
20 10 110008
13 12 112575
18 16 114088
6 20 114218
20 14 119921
2 9 121388
19 11 122921
7 4 124726
13 3 127686
16 6 128801
8 6 129988
19 3 132384
20 9 134563
6 7 139063
2 11 140137
16 22 141230
14 7 144766
10 16 147854
12 6 148760
18 3 149158
3 2 149600
16 21 149832
8 21 151019
22 7 151492
16 1 151768
8 1 152955
9 21 154306
4 18 156468
11 22 156822
10 7 158116
14 11 160111
22 12 161189
12 8 162550
3 6 163871
14 17 165703
14 3 169574
16 20 170649
22 3 176300
4 13 177940
19 15 180025
3 10 182924
17 13 184561
3 21 184902
17 2 185677
9 8 187932
17 5 194024
7 16 195494
17 18 199511
9 7 202352
20 3 205719
15 18 206195
4 6 211741
12 9 212049
4 20 213029
7 11 221101
15 11 225418
22 4 226554
4 16 229982
3 7 230564
12 11 230798
4 8 231169
5 4 237067
1 4 237092
10 17 239799
3 12 240261
15 21 241939
1 17 243713
5 14 245631
17 20 256072
15 4 256087
20 15 262756
15 8 278526
17 11 285022
4 3 294958
5 16 296359
12 15 297298
8 5 297546
15 3 312409
Case #111: 19
3 6 83904
5 4 97935
3 2 116758
6 8 184790
6 2 200662
6 7 240892
1 5 248043
3 1 280150
6 1 290351
3 7 324796
1 8 381836
9 6 408713
4 9 410113
3 4 430258
4 6 440459
7 2 441554
5 9 508048
2 4 547016
8 5 629879
Case #112: 11
9 8 119722
6 5 242727
9 2 463410
2 11 466833
5 4 489160
6 2 495133
6 10 530375
3 6 617572
9 10 757719
6 7 865920
1 8 910127
Case #113: 50
45 36 95540
36 29 106206
38 29 112134
38 45 122800
2 25 178777
26 18 202751
2 24 215297
37 9 267632
4 6 277045
26 11 307841
20 21 322561
48 24 325509
21 14 350288
25 21 353640
24 7 366686
14 15 380856
23 7 381851
6 41 381950
31 35 393185
46 47 403366
20 18 415833
48 30 424316
38 49 450782
9 43 512224
2 40 532567
45 42 534318
45 46 541725
20 7 559697
21 42 572157
49 50 581310
47 50 590474
44 35 619306
29 3 631115
44 50 656673
42 7 663093
11 33 665147
46 50 685146
40 17 694206
33 47 698560
11 47 714799
48 19 735308
10 23 775833
48 15 781245
50 27 808876
1 11 847594
32 50 875433
49 10 881234
12 35 888798
3 7 907092
46 27 915814
Case #114: 50
3 14 8622
30 25 105529
34 35 166182
38 15 167629
10 33 180857
11 41 195590
30 42 204242
3 42 214900
46 30 296448
49 30 303639
18 30 331803
7 25 361441
10 15 370321
35 4 373974
26 35 379764
23 35 393572
29 16 411052
46 17 456826
8 46 480690
2 10 490201
11 33 522876
46 44 524478
29 14 524598
7 29 525091
28 39 531722
43 42 532190
30 44 547648
36 23 607578
17 24 628740
4 40 630043
42 29 649862
30 45 655626
48 39 660203
21 28 660799
26 16 671534
29 28 681563
28 1 694779
18 19 700241
19 33 708426
7 23 724209
46 22 771871
11 49 791697
14 5 793662
16 23 801715
45 49 822678
6 49 843243
19 25 897635
20 50 938287
29 9 965690
36 12 977662
Case #115: 96
10 1 10663
1 3 26112
1 5 28180
3 13 33001
4 1 33376
3 10 36775
5 10 38843
10 4 44039
5 3 54292
1 13 59113
3 4 59488
4 5 61556
4 12 67369
10 13 69776
8 7 74832
5 13 87293
13 4 92489
4 7 96193
1 12 100745
8 12 103656
15 10 108184
6 15 110352
10 12 111408
15 1 118847
3 15 124684
3 12 126857
12 5 128925
7 2 129262
7 1 129569
1 14 139318
7 10 140232
5 15 147027
14 10 149981
4 15 152223
7 3 155681
7 5 157749
12 2 158086
13 12 159858
5 8 164952
3 14 165430
5 14 167498
1 11 169395
4 11 170077
4 14 172694
8 9 177850
10 11 180058
13 7 188682
1 8 193132
3 11 195507
11 5 197575
14 13 198431
10 8 202664
2 8 204094
10 6 218536
8 3 219244
12 14 220070
4 2 225455
13 11 228508
1 6 229199
6 3 235036
11 12 237446
7 15 248416
14 7 248894
13 8 252245
7 9 252682
6 5 257379
14 15 258165
1 2 258831
6 4 262575
11 7 266270
13 6 268037
2 10 269494
12 9 281506
3 2 284943
5 2 287011
11 14 308713
15 8 310848
8 14 323726
8 11 341102
9 5 342802
4 9 347724
7 6 358768
14 6 368517
1 9 370982
2 15 377678
9 10 380514
9 2 381944
2 11 395532
3 9 397094
6 11 398594
8 6 421200
9 13 430095
6 2 488030
14 9 501576
11 9 517801
6 9 599050
Case #116: 424
18 44 2761
1 42 5505
12 38 7285
4 36 9943
14 9 11948
21 35 15420
4 20 16696
7 17 18733
4 1 18760
1 10 19931
10 20 21995
42 36 23198
39 15 23532
14 43 24912
7 26 24952
10 42 25436
6 9 27697
20 7 28193
1 9 28626
14 42 28689
35 9 28847
32 25 29717
30 38 29874
1 7 30257
9 43 30354
9 20 30690
31 16 32234
6 28 32324
34 10 32601
35 44 33146
9 42 34131
11 5 34347
7 4 38007
4 10 38691
14 21 38825
6 1 38933
20 6 38947
42 41 39826
43 6 40661
9 34 41296
39 20 41332
1 43 41590
44 11 42131
20 35 42147
14 15 42329
42 6 42388
20 41 43267
42 17 43485
43 20 43654
26 17 43685
9 21 44267
23 3 46063
38 19 46796
20 17 46926
42 43 47095
4 9 47386
42 28 47514
34 26 47711
15 9 47755
7 36 47950
44 21 48566
36 10 48634
38 9 48799
18 38 48896
32 27 49681
42 26 49704
18 10 50400
18 21 51327
41 38 51819
36 14 51887
35 34 52753
20 26 53145
10 44 53161
34 7 53541
14 18 53653
26 14 54032
34 43 54260
43 28 54269
6 21 54574
42 12 54690
1 21 55503
6 4 55643
11 41 55823
4 17 56740
39 12 57169
21 43 57231
38 10 57494
20 21 57567
1 5 57941
10 32 57961
12 20 58131
29 4 58490
4 35 58843
1 15 58991
23 38 59389
34 15 59430
19 20 60173
43 4 60350
43 15 60719
38 14 60747
4 28 60769
20 15 61055
32 14 61214
9 44 61856
38 42 61975
1 19 62237
42 19 63614
38 37 63857
1 32 64104
10 12 64779
6 24 64878
18 8 65163
42 32 65481
6 36 65586
26 11 65701
11 42 65979
36 43 66351
36 17 66683
33 1 66700
11 7 67027
6 7 67140
8 38 67381
19 10 67426
38 1 67480
32 44 67804
11 37 67861
8 44 67924
12 4 67945
17 10 68921
26 12 68982
6 18 69402
11 20 69420
12 7 70308
25 40 70467
36 28 70712
39 8 71027
11 8 71385
32 19 71517
29 42 71745
6 44 72163
7 28 72266
18 20 72395
43 26 72438
6 39 73123
41 9 73222
15 38 73416
43 29 73464
11 43 73633
4 21 74263
37 39 74551
4 38 75230
11 35 75277
19 9 76121
8 17 76621
19 30 76652
4 5 76701
4 19 76869
40 43 77052
11 15 77420
17 9 77616
5 10 77872
28 39 78249
4 11 79234
39 30 79758
6 25 80008
6 11 80500
15 12 80701
27 14 81450
38 34 81603
17 38 81756
27 17 82698
18 34 83001
25 39 84183
21 36 84206
41 35 84679
27 24 84869
35 12 84931
33 4 85460
11 17 85760
7 21 85760
44 28 85771
6 17 85873
20 8 86081
37 42 86164
41 43 86186
21 26 86351
37 26 86364
23 37 86809
19 36 86812
21 28 86898
24 5 87183
29 21 87377
19 35 87578
39 5 88235
19 7 88366
36 32 88679
19 43 89085
20 37 89605
33 14 89884
8 23 90333
37 43 90380
27 40 90431
30 4 90534
21 11 90697
1 27 91507
26 30 91571
37 1 91669
20 25 91757
44 4 91852
15 44 92221
24 9 92575
27 42 92859
44 19 92913
38 21 93066
21 32 93500
1 25 93821
43 8 93904
32 17 94198
19 15 94255
8 15 94559
40 44 94778
6 2 94906
42 25 95198
19 18 95674
4 8 95895
9 25 96373
29 7 96497
7 24 96720
33 7 96957
24 28 97202
30 8 97255
25 7 97322
44 25 97521
23 5 97740
41 44 97954
35 5 98024
41 32 98151
39 18 98780
18 7 100588
26 18 101179
19 25 101234
2 42 101340
13 31 101665
7 3 102158
29 18 102205
3 18 102385
17 25 102662
30 15 103290
44 7 103349
1 24 103811
20 24 103825
35 24 104032
3 38 104603
44 29 104966
44 3 105146
23 44 105524
6 33 105633
27 41 106082
42 40 106231
42 23 106794
43 30 107511
25 35 107830
9 23 108188
28 2 108514
29 38 109299
36 37 109362
32 29 109766
39 24 109859
39 33 110096
20 23 110235
19 37 110635
2 21 111476
29 41 111571
17 30 111630
9 37 112656
21 37 112966
19 24 113302
29 11 113303
32 38 113939
27 18 114724
2 15 114964
29 17 115230
3 39 115297
27 36 116057
8 9 116180
12 29 116584
3 41 117232
27 44 117485
21 24 119452
40 4 119486
29 30 119635
3 30 120756
3 17 120891
26 23 121089
26 24 121672
33 26 121909
16 26 123800
33 5 124641
26 40 125153
38 24 125534
37 32 126682
2 26 126683
29 2 127709
37 6 128552
19 33 128937
40 36 129429
5 29 129677
8 32 130206
36 24 130464
7 40 130983
3 43 131126
3 1 132415
16 20 132600
15 23 132805
37 28 133678
38 25 134067
38 33 134180
44 33 134733
17 40 134948
16 39 135613
16 42 136041
27 29 136508
16 14 136600
40 39 136966
24 44 137041
41 16 137548
3 35 138292
3 15 138829
2 12 139167
41 2 140431
38 27 142197
10 31 144706
12 40 146563
31 4 146684
22 5 147239
14 31 147959
8 2 148149
9 16 148548
16 7 148752
16 4 149296
23 2 150445
3 10 152346
23 21 152455
40 5 153108
3 21 153712
28 23 154308
29 8 154385
44 22 155023
25 8 155210
30 24 155408
14 3 155599
40 24 155919
16 27 156175
25 37 156399
36 31 156627
22 9 157687
37 29 157909
27 33 158182
39 22 158772
40 37 159178
16 35 160005
22 41 160707
30 2 161756
8 40 162702
17 16 167485
23 22 168277
33 40 168415
6 3 169019
30 40 169152
41 31 169782
30 27 170138
26 22 170585
23 32 172275
37 22 172745
7 31 173448
16 44 174298
31 19 174311
22 20 174317
16 21 175425
22 8 176269
1 22 176368
13 33 178156
33 23 178999
38 31 184810
2 3 185371
38 16 185500
22 35 186534
27 31 188409
11 16 189501
34 22 190491
16 12 190731
31 17 192181
3 29 198655
23 40 198667
22 25 200688
31 5 201132
16 8 206640
30 16 213320
22 3 213491
30 31 214684
24 31 217963
22 29 218187
23 13 219826
2 31 220610
22 27 220652
16 3 227712
44 13 230398
42 13 231668
39 13 234147
2 22 234842
20 13 235109
13 41 236082
13 32 240393
13 34 241151
13 10 241757
4 13 244923
13 7 247286
43 13 261900
25 13 270110
13 21 277329
13 40 281143
27 13 290074
13 2 306841
13 24 309797
Case #117: 31
11 1 33905
15 5 147069
1 17 197909
14 17 202740
10 6 213681
11 14 215032
17 11 231814
2 17 237380
13 6 254745
8 3 263024
1 8 297453
8 9 305570
16 4 333514
2 11 343568
2 14 348733
6 1 389841
7 10 394872
10 14 396002
6 4 403230
12 13 403961
6 2 429312
6 5 451570
13 5 493322
1 7 498411
16 10 557153
7 6 565086
18 13 637048
7 15 669779
12 7 722122
18 2 811615
18 3 838454
Case #118: 4
18 20 117689
19 3 699224
6 5 768302
18 7 841406
Case #119: 51
5 19 6709
20 33 86469
19 37 165487
35 20 176893
20 29 218367
34 28 246514
14 15 273033
22 16 292877
8 13 299567
24 23 302000
11 8 330940
30 13 332225
26 18 334252
5 1 349512
32 36 380357
29 9 414457
22 21 416765
28 36 418924
23 20 422466
19 20 432900
8 26 439521
37 26 448795
32 15 461282
29 11 462025
9 6 465673
27 9 476752
19 21 477309
8 16 499561
36 11 506130
24 32 519895
2 7 528728
27 26 539709
18 10 574010
34 17 607617
30 14 642932
16 12 661125
9 7 678559
31 28 686961
38 21 693839
7 14 702281
20 34 715176
10 34 751100
21 26 760617
30 17 765153
27 16 773161
29 21 797602
32 29 835208
11 7 854453
9 31 873004
1 29 891060
23 25 996038
Case #120: 6
18 16 111334
24 22 493100
23 14 539918
27 6 697827
10 8 859576
20 8 898488
Case #121: 943
7 31 88
11 49 5386
41 39 7288
5 25 11569
43 18 14252
17 41 14496
8 33 15488
12 29 16805
40 44 17715
48 19 18157
2 23 18547
29 15 18610
25 17 19885
4 28 20127
4 22 20280
49 9 20658
21 22 22160
28 21 22313
30 35 22419
45 49 22539
13 27 23815
8 13 25026
45 22 25700
45 28 25853
42 35 26368
25 39 27093
11 45 27925
44 10 29414
15 7 29628
15 31 29716
44 28 30395
17 5 31454
3 6 32196
39 2 32539
28 35 33184
22 35 33337
50 17 34273
39 22 34473
12 15 35415
4 30 35476
49 34 35478
41 7 36125
44 6 37201
5 13 37205
26 20 37822
23 6 37853
46 50 38217
5 39 38662
37 16 38860
50 1 39285
32 1 39310
42 4 39425
13 33 40514
11 34 40864
22 17 41681
22 41 41761
28 17 41834
41 28 41914
4 21 42440
25 28 43020
35 1 43185
9 45 43197
31 39 43325
7 39 43413
28 13 43976
3 24 44563
23 18 45250
25 2 45697
36 16 45874
16 7 45930
4 45 45980
6 26 46209
40 10 47129
39 24 47312
45 21 47860
40 22 47957
40 28 48110
7 29 48238
29 31 48326
24 9 48482
50 41 48769
25 13 48774
41 32 48794
35 50 48836
35 32 48861
44 45 49412
41 3 49455
37 25 50184
44 4 50522
31 17 50533
17 7 50621
23 39 51086
44 21 52402
26 27 53298
11 22 53625
28 11 53778
25 50 54158
26 8 54509
17 24 54520
28 5 54589
41 24 54600
22 5 54742
4 39 54753
40 27 55008
2 7 55205
27 50 55262
27 32 55287
30 28 55603
22 30 55756
4 1 56242
18 36 56385
2 6 56400
34 38 56443
25 31 56483
25 7 56571
39 21 56633
3 48 56650
42 17 56741
39 3 56743
34 35 57987
45 34 58017
41 42 58059
23 43 59502
10 22 59656
42 22 59705
10 28 59809
39 45 60173
32 9 60234
50 9 60259
42 46 60685
5 36 61663
5 37 61753
50 4 61893
4 32 61918
17 4 61961
48 5 62013
4 41 62041
21 25 62082
8 5 62231
23 48 62307
8 43 63018
4 25 63147
35 44 63579
11 24 63754
